content_hash_id,client_hash_id,first_seen,last_seen,active_days,total_impressions,total_clicks,ctr,avg_position,total_pageviews,total_engagement_sec,engagement_per_view,total_scrolls,scrolls_per_view,total_users,organic_sessions,direct_sessions,social_sessions,ai_sessions,referral_sessions,organic_share,ai_share,social_share,direct_share,chatgpt_sessions,perplexity_sessions,gemini_sessions,copilot_sessions,claude_sessions,meta_sessions,other_ai_sessions,chatgpt_share,perplexity_share,gemini_share,copilot_share,claude_share,meta_share,has_search,has_engagement,has_ai,is_active,engagement_tier,search_tier,activity_tier
content_1c40b465ae8e2044,client_157ffe4d4a595515,2026-06-01,2026-06-30,30,4.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_27794f0af239e4ee,client_3ffa76342f366962,2026-06-01,2026-06-30,30,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_19379bbd718a8f1c,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.3,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_f847339be204c550,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,3411.0,5.0,0.001465845793022574,577.3666666666667,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_7318ad47344e4e67,client_157ffe4d4a595515,2026-06-01,2026-06-30,30,13.0,0.0,0.0,2.433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_e602beb26cfede9b,client_8ddc46da5414ffd8,2026-06-01,2026-06-30,30,38.0,1.0,0.02631578947368421,29.466666666666665,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_baec9638ae2569b1,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,149.0,2.0,0.013422818791946308,183.7,7.0,4.0,0.5714285714285714,2.0,0.2857142857142857,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_cc3e76fac6a5a106,client_04660893ae39614a,2026-06-16,2026-06-30,15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,Medium-Low
content_a35ff5074490a17a,client_b10cb2997d0c7c86,2026-06-01,2026-06-30,30,35.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_a23ba620f815a4a1,client_e5c2aa26a8598242,2026-06-01,2026-06-30,30,229.0,1.0,0.004366812227074236,46.63333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_b9e96b9d0c25f94d,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.2,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_62fffc009b57ceff,client_e547b89c05043229,2026-06-01,2026-06-30,30,1280.0,8.0,0.00625,798.6666666666666,21.0,44.0,2.0952380952380953,1.0,0.047619047619047616,11.0,14.0,2.0,0.0,0.0,0.0,0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_ae6985d645f554fb,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,2517.0,4.0,0.0015891934843067143,157.76666666666668,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_3bb8797df7a51e0e,client_0fa64a184f18a4a0,2026-06-01,2026-06-30,30,628.0,5.0,0.007961783439490446,214.6,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_f5193d6afdb3180c,client_cd12bcfd98942aa1,2026-06-01,2026-06-25,25,0.0,0.0,0.0,0.0,17.0,14.0,0.8235294117647058,2.0,0.11764705882352941,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_3248f4f631ccc0ef,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,54.0,0.0,0.0,114.83333333333333,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_ec5b40d9aa5a7c0d,client_86ebc2f12c01f586,2026-06-01,2026-06-30,30,766.0,2.0,0.0026109660574412533,382.6,3.0,17.0,5.666666666666667,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_3e2e4a3a1249b83b,client_8ddc46da5414ffd8,2026-06-18,2026-06-30,13,122.0,0.0,0.0,91.84615384615384,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,Medium-Low
content_6ca3f958e2453d0f,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,207.0,1.0,0.004830917874396135,118.8,11.0,3.0,0.2727272727272727,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_966a491ebed7d08d,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,7.0,0.0,0.0,12.066666666666666,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_bdc0dec14fde8d4e,client_a80fca3f171ed1de,2026-06-01,2026-06-30,30,1739.0,6.0,0.0034502587694077054,625.7333333333333,11.0,528.0,48.0,2.0,0.18181818181818182,10.0,8.0,3.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_b08e98e707157d01,client_8ddc46da5414ffd8,2026-06-01,2026-06-30,30,171.0,3.0,0.017543859649122806,156.13333333333333,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_2c9b4e89c5689559,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,229.0,1.0,0.004366812227074236,103.03333333333333,6.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_44ed40e67478f95e,client_1a730cb2640a1abf,2026-06-01,2026-06-30,30,54.0,0.0,0.0,74.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_3a745d3a023aca1b,client_e547b89c05043229,2026-06-01,2026-06-30,30,159.0,1.0,0.006289308176100629,199.66666666666666,1.0,650.0,650.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_d0a042221b072807,client_0fa64a184f18a4a0,2026-06-01,2026-06-30,30,669.0,0.0,0.0,1382.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_b6cc3cc3dd0f7d94,client_e5c2aa26a8598242,2026-06-01,2026-06-30,30,1269.0,1.0,0.0007880220646178094,456.9,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_e25c4e2d7165868a,client_0fa64a184f18a4a0,2026-06-01,2026-06-30,29,144.0,0.0,0.0,49.827586206896555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_182e7e8518de10c0,client_f623b01661d4bfe4,2026-06-01,2026-06-25,25,29.0,0.0,0.0,78.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_9b8eebcfc7a874d8,client_157ffe4d4a595515,2026-06-01,2026-06-30,30,5.0,0.0,0.0,0.9333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_734a785794e7c583,client_86ebc2f12c01f586,2026-06-01,2026-06-30,30,462.0,4.0,0.008658008658008658,82.86666666666666,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_9aa69550164f13d1,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,833.0,0.0,0.0,586.8666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_8b633f829ad6b1d0,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,145.0,0.0,0.0,60.53333333333333,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_2d0e917da852d27c,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,131.0,0.0,0.0,105.3,5.0,31.0,6.2,1.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_89314b37b527ecb1,client_8ddc46da5414ffd8,2026-06-01,2026-06-30,30,288.0,1.0,0.003472222222222222,198.73333333333332,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_2bc940b7a331496c,client_e00b29e582949543,2026-06-23,2026-06-30,8,24.0,0.0,0.0,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,Low
content_eafddf74ea604128,client_86ebc2f12c01f586,2026-06-01,2026-06-30,30,566.0,5.0,0.0088339222614841,75.16666666666667,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_ec16f7923520dafd,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,159.0,0.0,0.0,265.93333333333334,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_cd5855698d4cab3c,client_a60a11451483af1c,2026-06-01,2026-06-29,29,20.0,2.0,0.1,45.51724137931034,64.0,0.0,0.0,0.0,0.0,37.0,32.0,23.0,0.0,0.0,8.0,0.5079365079365079,0.0,0.0,0.36507936507936506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_613cd202b21db2e7,client_400c21c81c8b46ef,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_ed1221de67fc1896,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,90.0,0.0,0.0,102.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_ac4e996aafaec3d6,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,9.0,0.0,0.0,4.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_d7a7594fb633a7cb,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,699.0,4.0,0.005722460658082976,395.76666666666665,20.0,5.0,0.25,1.0,0.05,18.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_69a72006549c12d6,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,407.0,0.0,0.0,164.56666666666666,14.0,39.0,2.7857142857142856,2.0,0.14285714285714285,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_e2b00cf5e0fb562b,client_23a62021009f63c4,2026-06-01,2026-06-30,30,461.0,0.0,0.0,229.13333333333333,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_77189444ffea7d0a,client_3ffa76342f366962,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_789e35236c24fa27,client_9958f0a7ae1df715,2026-06-01,2026-06-30,30,20.0,0.0,0.0,19.533333333333335,2.0,0.0,0.0,1.0,0.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_3220c148a9af35e8,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,2923.0,0.0,0.0,1096.4666666666667,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_283c801766859bf5,client_86ebc2f12c01f586,2026-06-23,2026-06-30,8,325.0,2.0,0.006153846153846154,3755.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,Low
content_e4dab29ee45741b2,client_a80fca3f171ed1de,2026-06-01,2026-06-25,25,2.0,0.0,0.0,0.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_19c4fa32bf070d73,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,604.0,2.0,0.0033112582781456954,210.16666666666666,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_be85a6f3fbd5a794,client_e00b29e582949543,2026-06-01,2026-06-30,30,17.0,0.0,0.0,8.733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_4969af07fa49bc72,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,190.0,3.0,0.015789473684210527,26.3,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_4f94f5ad54edc5a0,client_20259bd6705d81d4,2026-06-01,2026-06-30,30,216.0,1.0,0.004629629629629629,373.6666666666667,3.0,0.0,0.0,1.0,0.3333333333333333,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_5eaa61402bd1c062,client_20259bd6705d81d4,2026-06-01,2026-06-30,30,145.0,0.0,0.0,34.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_b211cc4469b0b42f,client_73cda7b4e4f265ea,2026-06-01,2026-06-30,30,12.0,0.0,0.0,18.233333333333334,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_3f230fe036b4e9fd,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,6.0,0.0,0.0,0.06666666666666667,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_a4e170fde3aab1e9,client_06d356715a8ff3b6,2026-06-18,2026-06-30,13,429.0,1.0,0.002331002331002331,328.15384615384613,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,Medium-Low
content_d136674a5474fcf2,client_157ffe4d4a595515,2026-06-01,2026-06-30,30,14.0,0.0,0.0,7.233333333333333,1.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_31017522d2353dfd,client_b10cb2997d0c7c86,2026-06-01,2026-06-30,30,3.0,0.0,0.0,0.5333333333333333,2.0,0.0,0.0,1.0,0.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_f95d3c3214c5659f,client_08a6a72ff48e62c0,2026-06-01,2026-06-30,30,54.0,0.0,0.0,138.76666666666668,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_77b2cb9a246412db,client_810019792c9b8efc,2026-06-01,2026-06-30,30,462.0,5.0,0.010822510822510822,173.46666666666667,18.0,35.0,1.9444444444444444,9.0,0.5,8.0,22.0,5.0,0.0,0.0,0.0,0.8148148148148148,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_1864b5b3050de7c6,client_e547b89c05043229,2026-06-01,2026-06-30,30,193.0,0.0,0.0,289.76666666666665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_2c4758765c03b1e5,client_fef1a8f436438636,2026-06-01,2026-06-30,30,87.0,0.0,0.0,209.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_d9b47a53c8886b4f,client_cd12bcfd98942aa1,2026-06-01,2026-06-25,25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_4f899997ca02bfa2,client_e00b29e582949543,2026-06-01,2026-06-30,30,37.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_f11c160b026d088b,client_e5c2aa26a8598242,2026-06-01,2026-06-30,30,254.0,0.0,0.0,69.3,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_0dc379e42a534099,client_3f0ce4d44fe94f3d,2026-06-01,2026-06-30,30,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_71adcee43a1e2a74,client_ff644d8251367cbb,2026-06-01,2026-06-25,25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_4a2cc97f7128a711,client_3197e6291363b4db,2026-06-01,2026-06-25,25,1.0,0.0,0.0,0.4,27.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_b2809999648a4124,client_04660893ae39614a,2026-06-01,2026-06-30,30,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_7574ceb0b0f7ad23,client_a60a11451483af1c,2026-06-01,2026-06-29,29,20.0,2.0,0.1,45.51724137931034,63.0,0.0,0.0,0.0,0.0,36.0,32.0,22.0,0.0,0.0,8.0,0.5161290322580645,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
content_bfdfbe492cf0fe45,client_62f4a7e64f5e0096,2026-06-01,2026-06-30,30,383.0,2.0,0.005221932114882507,273.46666666666664,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,Low,Low,High
content_9582a5501ee819d8,client_ba65e80a1116ae41,2026-06-01,2026-06-25,25,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,Low,Low,High
content_0f8342f52614f072,client_1a730cb2640a1abf,2026-06-01,2026-06-30,30,2067.0,7.0,0.003386550556361877,323.56666666666666,10.0,470.0,47.0,1.0,0.1,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,Low,Low,High
